Project No,Project Name,Status,Progress,Assigned To,Related To,Start Date,Target End Date,Total Project Samples,Sample # Range,Purchase Order No,General Description,No of Samples Stored,No of Samples Disposed Of,Net Weight of Material,Material Retrieved By,Date Destroyed,Location Destroyed,Method Used,Description Information,Person Responsible,Witnesses Present,Max Project Time (Days),Actual End Date,Work Type,GoogleDocs Link,Created Time,Modified Time,Number of Liquid Samples,Liquid Analysis Description,Est Hrs Analyst Liquid ,Est Hrs Instrument Liquid,Number of Solid Samples,Solid Analysis Description,Est Hrs Instrument Solid ,Est Hrs Analyst Solid ,Number of Gas Samples,Gas Analysis Description,Est Hrs Analyst Gas,Est Hrs Instrument Gas
P10317,P10317 1605 28 St. SW,9. Billed,100%,admin,Contacts::::Dave Day,2013-10-25,2013-10-28,3,,,BM_EVA_002,0,0,,,,,,,,,,2013-10-29,Analysis,,2013-10-25 19:21:38,2013-10-31 02:26:17,0,,0,0,0,,0,0,0,,0,0
P10318,P10318 Westhoff Engineering WER107-14,9. Billed,100%,admin,Contacts::::Terri Duret,2013-10-25,2013-11-01,5,,,SALT,0,0,,,,,,,,,,2013-11-01,Analysis,,2013-10-25 19:46:08,2013-11-04 19:38:04,0,,0,0,0,,0,0,0,,0,0
P10319,P10319 Terrawest OBMG13-01,9. Billed,100%,rpincura,Contacts::::Erich Bell,2013-10-25,2013-11-01,24,,,"Asbestos, Lead, PCB's",0,0,,,,,,,,,,2013-11-08,Analysis,,2013-10-28 15:04:28,2013-11-08 23:10:30,0,,0,0,0,,0,0,0,,0,0
P10320,Disregard This,10. Archived,100%,admin,Contacts::::Erich Bell,,,0,,,,0,0,,,,,,,,,,,Analysis,,2013-10-28 15:34:57,2013-11-04 21:45:57,0,,0,0,0,,0,0,0,,0,0
P10321,P10321 Dennis Creighton water,9. Billed,100%,rpincura,Contacts::::Dennis Creighton,2013-10-28,2013-11-04,1,,,"fecals, pH, EC",0,0,,,,,,,,,,2013-11-04,Analysis,,2013-10-28 15:40:12,2013-11-04 19:39:31,0,,0,0,0,,0,0,0,,0,0
P10322,P10322 Terrawest CORF13-04,9. Billed,100%,rpincura,Contacts::::Kate Gilbert,2013-10-25,2013-11-01,4,,,"BM-EVW-006, BM-EVW-023, hardness, EC",0,0,,,,,,,,,,2013-11-06,Analysis,,2013-10-28 16:07:49,2013-11-20 23:55:59,0,,0,0,0,,0,0,0,,0,0
P10323,P10323 Terrawest GRCF13-01,9. Billed,100%,rpincura,Contacts::::Kate Gilbert,2013-10-25,2013-11-01,4,,,"BM-EVS-007, BM-EVS-023",0,0,,,,,,,,,,2013-11-07,Analysis,,2013-10-28 16:45:21,2013-11-08 23:09:52,0,,0,0,0,,0,0,0,,0,0
P10324,DUPE,10. Archived,100%,admin,,,,0,,,,0,0,,,,,,,,,,,--none--,,2013-10-28 21:38:24,2013-11-04 21:45:58,0,,0,0,0,,0,0,0,,0,0
P10325,P10325 217 Queensland Place SE,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-10-28,2013-10-29,1,,,"BM-EVA-002
PO 340483",0,0,,,,,,,,,,2013-10-29,Analysis,,2013-10-29 14:53:51,2013-10-31 02:26:00,0,,0,0,0,,0,0,0,,0,0
P10326,P10326 604 Devonshire,9. Billed,100%,admin,Contacts::::Mike Newton,2013-10-29,2013-10-29,1,,,BM-EVA-002,0,0,,,,,,,,,,2013-10-29,Analysis,,2013-10-29 18:48:28,2013-10-31 02:25:43,0,,0,0,0,,0,0,0,,0,0
P10327,P10327 Shito Analysis October 29,9. Billed,100%,admin,Contacts::::Ma Tess,2013-10-29,2013-10-30,1,,,"pH
Paid in cash",0,0,,,,,,,,,,2013-10-30,Analysis,,2013-10-30 15:13:18,2013-10-30 15:27:43,0,,0,0,0,,0,0,0,,0,0
P10328,P10328 Cenovus Water Analysis October 16 2013,9. Billed,100%,admin,Contacts::::Susan Sun,2013-10-30,2013-11-07,8,,,"Metals: Mg, Fe, Ca (Hardness), Ba, K, Si, Na, Sr, B, LI, 
Anions: Cl, F, NO2 (as N), Br, NO3 (as N), PO4 (as P), SO4
Water Parameters: Alk. CO3(2-) HCO3(-), pH, TDS, TSS, O&G, Total NPOC, DOC",0,0,,,,,,,,,,2013-11-20,R&D,,2013-10-30 16:14:41,2013-11-26 17:23:04,0,,0,0,0,,0,0,0,,0,0
P10329,P10329 Water Analysis October 22 2013,9. Billed,100%,admin,Contacts::::Susan Sun,2013-10-30,2013-11-07,8,,,"Metals: Mg, Fe, Ca (Hardness), Ba, K, Si, Na, Sr, B, LI, 
Anions: Cl, F, NO2 (as N), Br, NO3 (as N), PO4 (as P), SO4
Water Parameters: Alk. CO3(2-) HCO3(-), pH, TDS, TSS, O&G, Total NPOC, DOC",0,0,,,,,,,,,,2013-11-21,R&D,,2013-10-30 16:18:22,2013-11-26 17:23:21,0,,0,0,0,,0,0,0,,0,0
P10330,DUPE,10. Archived,100%,admin,,,,0,,,,0,0,,,,,,,,,,,,,2013-10-30 16:33:25,2013-11-04 21:45:57,0,,0,0,0,,0,0,0,,0,0
P10331,DUPE,10. Archived,100%,admin,,,,0,,,,0,0,,,,,,,,,,,,,2013-10-30 16:52:42,2013-11-04 21:45:58,0,,0,0,0,,0,0,0,,0,0
P10332,P10332 Coast Aug compost,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-29,2013-11-04,1,,,c/n,0,0,,,,,,,,,,2013-11-04,Analysis,,2013-10-30 21:28:53,2013-11-05 15:42:42,0,,0,0,0,,0,0,0,,0,0
P10333,P10333 Coast Aug compost 2,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-29,2013-11-04,1,,,c/n,0,0,,,,,,,,,,2013-11-04,Analysis,,2013-10-30 21:41:42,2013-11-05 15:43:00,0,,0,0,0,,0,0,0,,0,0
P10334,P10334 Coast July re-run,9. Billed,100%,rpincura,Contacts::::Blair Tassone,2013-10-29,2013-11-04,1,,,Se and Zn,0,0,,,,,,,,,,2013-11-04,Analysis,,2013-10-30 22:01:10,2013-11-05 15:43:19,0,,0,0,0,,0,0,0,,0,0
P10335,P10335 101 Tintina Road,9. Billed,100%,admin,Contacts::::Wayne Watson,2013-10-31,2013-11-07,4,,,"BM-EVA-006
BM-EVA-007",0,0,,,,,,,,,,2013-11-05,Analysis,,2013-10-31 18:04:37,2013-11-08 23:24:14,0,,0,0,0,,0,0,0,,0,0
P10336,P10336 Soil Analysis October 30,9. Billed,100%,admin,Contacts::::Katharine Bondy,2013-10-30,2013-11-07,3,,,Soil nutrient,0,0,,,,,,,,,,2013-11-07,Analysis,,2013-11-01 15:42:08,2013-11-08 23:13:19,0,,0,0,0,,0,0,0,,0,0
P10337,P10337 Harvest October 30 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-01,2013-11-08,8,,,PO 10445,0,0,,,,,,,,,,2013-11-08,Analysis,,2013-11-01 16:36:16,2013-11-08 23:14:11,0,,0,0,0,,0,0,0,,0,0
P10338,P10338 Harvest October 30 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-01,2013-11-08,4,,,,0,0,,,,,,,,,,2013-11-08,Analysis,,2013-11-01 16:59:29,2013-11-08 23:14:27,0,,0,0,0,,0,0,0,,0,0
P10339,P10339 Harvest October 30 Sales,9. Billed,100%,admin,Contacts::::Neil Grant,2013-11-01,2013-11-08,3,,,,0,0,,,,,,,,,,2013-11-08,Analysis,,2013-11-01 17:04:02,2013-11-08 23:14:44,0,,0,0,0,,0,0,0,,0,0
P10340,P10340 Harvest October 30 Special Project,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-01,2013-11-08,1,,,,0,0,,,,,,,,,,2013-11-08,Analysis,,2013-11-01 17:08:40,2013-11-08 23:15:01,0,,0,0,0,,0,0,0,,0,0
P10341,P10341 Water Analysis October 29 2013,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-01,2013-11-08,8,,,"Metals: Mg, Fe, Ca (Hardness), Ba, K, Si, Na, Sr, B, LI, 
Anions: Cl, F, NO2 (as N), Br, NO3 (as N), PO4 (as P), SO4
Water Parameters: Alk. CO3(2-) HCO3(-), pH, TDS, TSS, O&G, Total NPOC, DOC",0,0,,,,,,,,,,2013-11-26,R&D,,2013-11-01 17:39:00,2013-11-27 21:13:51,0,,0,0,0,,0,0,0,,0,0
P10343,P10343 Cenvous TDS Analysis October 24,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-01,2013-11-08,1,,,Gravimetric TDS,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-01 17:48:41,2013-11-28 19:08:55,0,,0,0,0,,0,0,0,,0,0
P10344,P10344 1623 40 St SW,9. Billed,100%,admin,Contacts::::Dave Day,2013-11-01,2013-11-04,1,,,BM-EVA-014,0,0,,,,,,,,,,2013-11-06,Analysis,,2013-11-01 21:40:56,2013-11-08 23:11:53,0,,0,0,0,,0,0,0,,0,0
P10345,P10345 EDI Sarita,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2013-11-01,2013-11-13,5,,,BM-EDI-1,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-01 21:43:06,2013-11-15 05:01:23,0,,0,0,0,,0,0,0,,0,0
P10346,P10346 Mackenzie,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-11-05,2013-11-07,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-11-06,Analysis,,2013-11-05 15:56:19,2013-11-08 23:10:58,0,,0,0,0,,0,0,0,,0,0
P10347,P10347 Ormand septic water,9. Billed,100%,rpincura,Contacts::::Bob Ormand,2013-11-05,2013-11-13,1,,,"Fecals, BOD, TSS",0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-05 22:45:37,2013-11-15 05:01:40,0,,0,0,0,,0,0,0,,0,0
P10348,P10348 WER112-82,9. Billed,100%,admin,Contacts::::Amin (Abie) Samra,2013-11-05,2013-11-13,1,,,"BM-EVW-030
Total Metals
TOC/DOC",0,0,,,,,,,,,,2013-11-05,Analysis,,2013-11-05 23:48:11,2013-11-08 23:13:45,0,,0,0,0,,0,0,0,,0,0
P10349,P10349 Halstead,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-11-06,2013-11-06,2,,,Drywall and stipple,0,0,,,,,,,,,,2013-11-06,Analysis,,2013-11-06 17:48:25,2013-11-08 23:11:30,0,,0,0,0,,0,0,0,,0,0
P10350,P10350 1839 38th St. SE,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-10-30,2013-11-06,1,,,"PO 340487
PO received late",0,0,,,,,,,,,,2013-11-06,Analysis,,2013-11-06 19:42:47,2013-11-08 23:12:18,0,,0,0,0,,0,0,0,,0,0
P10351,P10351 Jeanne Boulton Bulk Asbestos,9. Billed,100%,admin,Contacts::::Jeanne Boulton,2013-11-06,2013-11-06,1,,,PAID IN CASH,0,0,,,,,,,,,,2013-11-06,Analysis,,2013-11-06 21:55:59,2013-11-13 16:20:37,0,,0,0,0,,0,0,0,,0,0
P10352,P10352 Air Clearance Nov 7,9. Billed,100%,admin,Contacts::::Kelly Komorowski,2013-11-07,2013-11-07,2,,,"BM-EVA-014
To be billed with other Sukerz job",0,0,,,,,,,,,,2013-11-07,Analysis,,2013-11-07 18:08:44,2013-11-13 16:19:32,0,,0,0,0,,0,0,0,,0,0
P10353,P10353 Harvest October 30 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-01,2013-11-12,4,,,"Sent C of C Late
PO 10448
BOD, TSS ,Sulfate
metals
ammonia
sulfite",0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-07 20:19:08,2013-11-15 05:12:50,0,,0,0,0,,0,0,0,,0,0
P10354,P10354 Harvest October 30 Paques,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-01,2013-11-12,1,,,hardness,0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-07 21:06:50,2013-11-15 05:13:07,0,,0,0,0,,0,0,0,,0,0
P10355,P10355 Harvest October 30 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-01,2013-11-12,3,,,LOI,0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-07 21:12:55,2013-11-15 05:13:31,0,,0,0,0,,0,0,0,,0,0
P10356,P10356 Harvest November 6 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-07,2013-11-15,8,,,PO 10483,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:19:58,2013-11-19 17:52:32,0,,0,0,0,,0,0,0,,0,0
P10357,P10357 Harvest November 6 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-07,2013-11-15,4,,,,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:26:01,2013-11-19 17:51:29,0,,0,0,0,,0,0,0,,0,0
P10358,P10358 Harvest November 6 Special Project,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-07,2013-11-15,1,,,,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:30:34,2013-11-19 17:50:54,0,,0,0,0,,0,0,0,,0,0
P10359,P10359 Harvest November 6 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-07,2013-11-15,1,,,"PO 10486
ammonium",0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:38:19,2013-11-19 17:37:40,0,,0,0,0,,0,0,0,,0,0
P10360,P10360 Harvest November 6 Paques,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-07,2013-11-15,1,,,hardness,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:43:13,2013-11-19 17:38:12,0,,0,0,0,,0,0,0,,0,0
P10361,P10361 Harvest November 6 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-07,2013-11-15,2,,,LOI,0,0,,,,,,,,,,2013-11-15,Analysis,,2013-11-07 21:47:26,2013-11-19 17:38:38,0,,0,0,0,,0,0,0,,0,0
P10362,P10362 Manure Analysis November 5,9. Billed,100%,admin,Contacts::::Kelly MacKinnon,2013-11-07,2013-11-15,3,,,Compost Parameters,0,0,,,,,,,,,,2013-11-18,Analysis,,2013-11-07 21:52:41,2013-11-19 17:29:32,0,,0,0,0,,0,0,0,,0,0
P10363,P10363 Soil Analysis November 7,9. Billed,100%,admin,Contacts::::Neil Weins,2013-11-07,2013-11-15,3,,,Soil Fertility,0,0,,,,,,,,,,2013-11-19,Analysis,,2013-11-07 22:10:00,2013-11-28 19:08:03,0,,0,0,0,,0,0,0,,0,0
P10365,P10365 Soil Analysis November 6,9. Billed,100%,admin,Contacts::::Susan Hoy,2013-11-06,2013-11-14,7,,,Soil Fertility,0,0,,,,,,,,,,2013-11-18,Analysis,,2013-11-07 22:29:14,2013-11-19 17:30:02,0,,0,0,0,,0,0,0,,0,0
P10366,P10366 Water Analysis November 5 2013,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-08,2013-11-18,8,,,"Metals: Mg, Fe, Ca (Hardness), Ba, K, Si, Na, Sr, B, LI, 
Anions: Cl, F, NO2 (as N), Br, NO3 (as N), PO4 (as P), SO4
Water Parameters: Alk. CO3(2-) HCO3(-), pH, TDS, TSS, O&G, Total NPOC, DOC",0,0,,,,,,,,,,2013-11-26,R&D,,2013-11-11 18:49:45,2013-11-27 21:15:27,0,,0,0,0,,0,0,0,,0,0
P10367,P10367 TerraWest AGCA13-01,9. Billed,100%,admin,Contacts::::Michael McGregor,2013-11-08,2013-11-18,12,,,"2 x Water = Dissolved Metals
2 x Soil = Total Metals",0,0,,,,,,,,,,2013-11-18,Analysis,,2013-11-11 18:56:45,2013-11-19 17:29:00,0,,0,0,0,,0,0,0,,0,0
P10368,P10368 CNRL BFW,9. Billed,100%,admin,Contacts::::Chris Friesen,2013-11-08,2013-11-18,22,,,Barium/Calcium/Iron/Lithium/Magnesium/Silica/Potassium,0,0,,,,,,,,,,2013-11-25,Analysis,,2013-11-11 20:18:44,2013-11-26 16:22:50,0,,0,0,0,,0,0,0,,0,0
P10369,P10369 Hobbema Ermineskin,9. Billed,100%,admin,Contacts::::Allan McNeil,2013-11-19,2013-11-26,30,,,"Moisture, C/N Ratio (Ash/TKN), Total OM%
Sat Paste - pH, EC, NO3, NH4, Avail N
Mehlich - P, K, Ca, Mg, Cu, Zn, Fe, Mn, B, Na (by ICP-OES)",0,0,,,,,,,,,30,2013-11-28,Analysis,,2013-11-12 03:44:23,2013-11-29 18:57:34,0,,0,0,30,,0,0,0,,0,0
P10370,P10370 100 Deerfield Drive,9. Billed,100%,admin,Contacts::::Mike Newton,2013-11-12,2013-11-13,1,,,BM-EVA-002,0,0,,,,,,,,,,2013-11-13,Analysis,,2013-11-12 17:01:49,2013-11-14 17:17:32,0,,0,0,0,,0,0,0,,0,0
P10371,P10371 Air Clearance Nov 7 2013 Second Set,9. Billed,100%,admin,Contacts::::Kelly Komorowski,2013-11-08,2013-11-08,7,,,Fiber Analysis,0,0,,,,,,,,,,2013-11-08,Analysis,,2013-11-12 17:25:22,2013-11-13 16:19:53,0,,0,0,0,,0,0,0,,0,0
P10373,P10373 Feed Analysis November 12,9. Billed,100%,admin,Contacts::::Matthew Jacobsen,2013-11-12,2013-11-19,1,,,Feed Analysis,0,0,,,,,,,,,,2013-11-19,Analysis,,2013-11-12 18:35:02,2013-11-19 22:14:16,0,,0,0,0,,0,0,0,,0,0
P10374,P10374 Nov. Uplands Soil,8. Published,100%,rpincura,Contacts::::Peter Doig,2013-11-12,2013-11-19,2,,,"BM-upland-soil001, BM-EVS-024",0,0,,,,,,,,,,2013-11-21,Analysis,,2013-11-12 18:56:47,2013-11-22 23:54:49,0,,0,0,0,,0,0,0,,0,0
P10375,P10375 Drinking Water Potability,9. Billed,100%,admin,Contacts::::Bill Griffith,2013-11-12,2013-11-19,1,,,BM-EVA-031,0,0,,,,,,,,,,2013-11-22,Analysis,,2013-11-12 20:52:46,2013-11-22 17:33:34,0,,0,0,0,,0,0,0,,0,0
P10376,P10376 West Coast November Lead,8. Published,100%,rpincura,Contacts::::Steve Cameron,2013-11-12,2013-11-20,7,,,Lead,0,0,,,,,,,,,,2013-11-22,Analysis,,2013-11-12 21:06:19,2013-11-22 23:55:16,0,,0,0,0,,0,0,0,,0,0
P10377,P10377 McDonald,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-11-13,2013-11-14,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-13 20:26:25,2013-11-15 05:12:27,0,,0,0,0,,0,0,0,,0,0
P10378,P10378 Maynard,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-11-13,2013-11-14,2,,,BM-EVA-006,0,0,,,,,,,,,,2013-11-14,Analysis,,2013-11-13 20:29:19,2013-11-15 05:11:54,0,,0,0,0,,0,0,0,,0,0
P10379,P10379 Northern Blizzard November 2013,9. Billed,100%,admin,Contacts::::Brandon Zerr,2013-11-13,2013-11-20,5,,,"Poly
Grav TDS",0,0,,,,,,,,,,2013-11-26,Analysis,,2013-11-13 23:45:41,2013-11-28 19:08:29,0,,0,0,0,,0,0,0,,0,0
P10380,P10380 Sunshine Village November 14 2013,9. Billed,100%,admin,Contacts::::Dave Armstrong,2013-11-15,2013-11-22,5,,,Water potability and hydrocarbons,0,0,,,,,,,,,,2013-12-03,Analysis,,2013-11-14 15:20:09,2013-12-03 23:17:02,0,,0,0,0,,0,0,0,,0,0
P10381,P10381 Cenovus Fuel Gas September 30,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-14,2013-11-21,2,,,"GC-MS Openscan
XRD",0,0,,,,,,,,,,2013-12-03,Analysis,,2013-11-14 16:07:15,2013-12-11 23:22:34,0,,0,0,0,,0,0,0,,0,0
P10382,P10382 Feed Analysis November 14,9. Billed,100%,admin,Contacts::::Dave Koehn,2013-11-14,2013-11-21,1,,,Feed parameters,0,0,,,,,,,,,,2013-11-19,Analysis,,2013-11-14 19:13:24,2013-11-21 21:40:25,0,,0,0,0,,0,0,0,,0,0
P10385,P10385 Terrawest DPPK13-01,9. Billed,100%,rpincura,Contacts::::Adam Mabbott,2013-11-14,2013-11-22,1,,,"Total metals, tannins and lignins, pH and hardness",0,0,,,,,,,,,,2013-11-22,Analysis,,2013-11-14 21:29:29,2013-11-22 17:27:13,0,,0,0,0,,0,0,0,,0,0
P10386,P10386 West Coast Lead 2,9. Billed,100%,rpincura,Contacts::::Steve Cameron,2013-11-14,2013-11-22,3,,,lead,0,0,,,,,,,,,,2013-11-22,Analysis,,2013-11-14 23:30:58,2013-11-22 23:55:37,0,,0,0,0,,0,0,0,,0,0
P10387,P10387 Harvest November 13 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-20,2013-11-27,15,,,PO 10505,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-15 23:37:04,2013-11-28 19:10:18,0,,0,0,0,,0,0,0,,0,0
P10388,P10388 Harvest November 13 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-20,2013-11-27,4,,,,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-15 23:37:43,2013-11-28 19:10:35,0,,0,0,0,,0,0,0,,0,0
P10389,P10389 Harvest November 13 Special Project,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-20,2013-11-27,1,,,,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-15 23:38:37,2013-11-28 19:10:57,0,,0,0,0,,0,0,0,,0,0
P10390,P10390 EDI Canoe creek,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2013-11-18,2013-11-28,6,,,BM-EDI-1,0,0,,,,,,,,,,2013-11-29,Analysis,,2013-11-18 22:50:52,2013-12-02 18:17:45,0,,0,0,0,,0,0,0,,0,0
P10391,P10391 Cenvous TDS Analysis November 7,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-18,2013-11-25,1,,,Gravimetric TDS,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-18 23:36:45,2013-11-28 19:09:11,0,,0,0,0,,0,0,0,,0,0
P10392,P10392 1407 3 Street NW,9. Billed,100%,admin,Contacts::::Dave Day,2013-11-18,2013-11-19,1,,,BM-EVA-014,0,0,,,,,,,,,,2013-11-21,Analysis,,2013-11-18 23:45:45,2013-11-21 21:30:33,0,,0,0,0,,0,0,0,,0,0
P10393,P10393 Cenvous TDS Analysis November 14,9. Billed,100%,admin,Contacts::::Susan Sun,2013-11-19,2013-11-26,1,,,Gravimetric TDS,0,0,,,,,,,,,,2013-11-27,Analysis,,2013-11-19 17:05:39,2013-11-28 19:09:27,0,,0,0,0,,0,0,0,,0,0
P10394,P10394 Bloom Gold Batch,4. Assigned,100%,cbolton,Contacts::::Steven Dunphy,2013-11-19,2013-11-19,30,,,"Grow Batch commenced on September 30, 2013",30,30,300 grams,"Steve Dunphy, SPIC",2013-11-07,On Site,Acid Digestion,"Samples were weighed prior to destruction and recorded, document has been saved in Project Document Folder.","Steve Dunphy, SPIC","Steve Herman, RPIC and Chris Bolton APIC",,2013-11-19,Analysis,,2013-11-19 17:27:53,2014-03-11 03:44:48,0,,0,0,0,,0,0,0,,0,0
P10395,P10395 3053 2nd St. SW,9. Billed,100%,admin,Contacts::::Dieter Krause,2013-11-19,2013-11-20,7,,,"BM-EVA-002
PO 199117",0,0,,,,,,,,,,2013-11-21,Analysis,,2013-11-19 18:57:48,2013-11-21 21:30:53,0,,0,0,0,,0,0,0,,0,0
P10397,P10397 Old College November 19 Soil Analysis,9. Billed,100%,admin,Contacts::::Dickson Atuke,2013-11-20,2013-11-27,9,,,9 soil samples for available metals,0,0,,,,,,,,,,2013-12-03,Analysis,,2013-11-20 17:49:28,2013-12-03 23:17:50,0,,0,0,0,,0,0,0,,0,0
P10398,P10398 1019101ABInc,9. Billed,100%,admin,Contacts::::Nick Michalezki,2013-11-21,2013-11-22,7,,,BM-EVA-002,0,0,,,,,,,,,,2013-11-22,Analysis,,2013-11-21 19:31:26,2013-11-22 20:01:56,0,,0,0,0,,0,0,0,,0,0
P10399,P10399 Harvest November 20 Regulatory,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-21,2013-11-28,19,,,PO 10522,0,0,,,,,,,,,,2013-11-28,Analysis,,2013-11-21 19:44:07,2013-11-29 23:32:22,0,,0,0,0,,0,0,0,,0,0
P10400,P10400 Harvest November 20 Biofilter Reg,9. Billed,100%,admin,Contacts::::Scott Kerr,2013-11-21,2013-11-28,4,,,,0,0,,,,,,,,,,2013-11-28,Analysis,,2013-11-21 19:44:24,2013-11-29 23:32:47,0,,0,0,0,,0,0,0,,0,0
P10401,P10401 Air Testing Plus  612 3rd St SW High River,9. Billed,100%,admin,Contacts::::Wayne Watson,2013-11-20,2013-11-21,1,,,1 Drywall Sample,0,0,,,,,,,,,2,2013-11-21,Analysis,,2013-11-21 20:21:03,2013-11-21 21:30:03,0,,0,0,0,,0,0,0,,0,0
P10402,NULL,10. Archived,100%,admin,,,,0,,,,0,0,,,,,,,,,,,--none--,,2013-11-21 20:38:08,2013-11-21 20:56:08,0,,0,0,0,,0,0,0,,0,0
P10403,P10403 Harvest Power CHP Powder Filter,9. Billed,100%,admin,Contacts::::Francia Sole-Mauri,2013-11-21,2013-11-28,2,,,PO 10520,0,0,,,,,,,,,,2013-12-05,Analysis,,2013-11-21 21:12:14,2013-12-06 17:09:01,0,,0,0,0,,0,0,0,,0,0
P10405,P10405 Harvest November 13 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-22,2013-11-29,1,,,"PO 10520
ammonium
Delay in receiving C of C",0,0,,,,,,,,,,2013-11-29,Analysis,,2013-11-22 17:24:17,2013-11-29 23:33:04,0,,0,0,0,,0,0,0,,0,0
P10406,P10406 Harvest November 13 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-22,2013-11-29,6,,,LOI,0,0,,,,,,,,,,2013-11-29,Analysis,,2013-11-22 17:24:56,2013-11-29 23:33:20,0,,0,0,0,,0,0,0,,0,0
P10407,P10407 Harvest November 20 Effluent,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-22,2013-11-29,1,,,,0,0,,,,,,,,,,2013-11-29,Analysis,,2013-11-22 17:25:35,2013-11-29 23:33:43,0,,0,0,0,,0,0,0,,0,0
P10408,P10408 Harvest November 20 Material,9. Billed,100%,admin,Contacts::::Suzanne Kennedy,2013-11-22,2013-11-29,6,,,LOI,0,0,,,,,,,,,,2013-11-29,Analysis,,2013-11-22 17:25:58,2013-11-29 23:34:08,0,,0,0,0,,0,0,0,,0,0
P10410,P10410 November 22 Blue Filter Samples,9. Billed,100%,admin,Contacts::::JP Lavesque,2013-11-25,2013-11-29,2,,,AFE 13151705,0,0,,,,,,,,,,2013-11-25,Analysis,,2013-11-25 16:13:38,2013-11-28 19:10:02,0,,0,0,0,,0,0,0,,0,0
P10411,P10411 EDI Raging River,9. Billed,100%,rpincura,Contacts::::Bryan Gustafson,2013-11-25,2013-12-03,6,,,BM-EVW-001,0,0,,,,,,,,,,2013-12-04,Analysis,,2013-11-25 17:10:43,2013-12-04 16:35:09,0,,0,0,0,,0,0,0,,0,0
P10412,P10412 Air Testing Plus 1407-3 Street NW,9. Billed,100%,admin,Contacts::::Dave Day,2013-11-25,2013-11-25,2,,,BV826441 and BV826455,0,0,,,,,,,,,,2013-11-25,Analysis,,2013-11-25 21:26:17,2013-11-28 19:07:34,0,,0,0,0,,0,0,0,,0,0
P10413,P10413 Water Analysis November 25 2013,9. Billed,100%,admin,Contacts::::Mark Carrier,2013-11-25,2013-11-29,1,,,"Total/Fecals
HPC",0,0,,,,,,,,,,2013-11-28,Analysis,,2013-11-26 16:01:43,2013-12-02 21:40:12,0,,0,0,0,,0,0,0,,0,0
